user_id,item_id,qty,price
57,23028,1,478.79
57,23775,1,579.22
57,27299,1,751.68
58,536,1,946.43
58,5222,1,1187.86
58,6803,1,1093.21
58,8942,1,1036.17
58,10027,1,652.75
58,13104,1,456.11
58,14561,1,599.56
58,20734,1,889.9
58,21676,1,584.33
58,25282,1,857.74
58,25469,1,884.27
58,27198,1,561.4
59,14865,1,421.32
60,734,1,552.11
60,1519,1,610.76
60,3155,1,642.7
60,4917,1,837.78
60,9291,1,699.41
60,10027,1,652.75
60,10397,1,774.33
60,10636,1,580.14
60,18130,2,557.37
60,19574,1,1088.39
60,22835,1,645.62
60,23159,1,642.5
60,24463,1,444.24
61,11209,1,576.65
61,11885,1,476.56
61,12957,1,664.42
61,14559,1,399.93
61,22459,1,424.43
61,24860,1,409.75
61,25282,1,857.74
61,25611,1,681.5
62,1851,1,337.63
62,4447,1,816.56
62,6539,1,775.39
62,9732,1,679.83
62,11826,1,941.58
62,16069,1,616
62,16394,1,682.98
62,18013,1,457.07
62,22830,1,464.74
62,25870,1,367.45
63,22471,1,510.85
64,1127,1,893.75
64,4430,1,503.75
64,5540,1,708.01
64,6017,1,801.39
64,6182,1,412.66
64,6539,2,775.39
64,7223,1,625.65
64,9566,1,662.29
64,12683,1,997.8
64,13948,1,782.01
64,14777,1,374.36
64,16221,1,520.08
64,16270,1,759.05
64,20918,1,1081.53
64,25539,1,532.58
64,25870,1,367.45
65,26010,1,446.18
66,6182,1,412.66
66,7526,1,339.91
66,14735,1,425.43
67,3503,1,723.05
67,7110,1,1077.58
67,10636,1,580.14
67,11468,1,394.87
67,12197,1,1162.47
67,14777,1,374.36
67,16151,1,521.19
67,23345,1,792.2
67,26729,1,629.37
68,7111,1,1179.45
68,10127,1,540.87
68,11472,1,758.15
68,13087,1,500.39
68,13219,1,755.75
68,14738,1,694.49
68,21050,1,848.38
68,21187,1,998.91
68,22410,1,879.94
68,24486,1,939.89
69,9970,1,395
69,24369,1,722.57
69,24827,1,580.88
71,1127,1,893.75
71,20548,1,618.32
71,20956,1,441.98
71,22792,1,569.31
72,1658,1,603.25
72,5806,1,579.15
72,6596,1,1177.48
72,6650,2,625.58
72,13952,1,520.14
72,16221,1,520.08
72,16267,1,547.58
72,23855,1,896.06
72,26297,2,430.44
72,27125,1,742.66
72,27808,1,533.27
73,532,1,493.83
73,536,2,946.43
73,1229,1,544.01
73,3051,1,609.38
73,4025,1,657.91
73,5897,1,743.32
73,6182,1,412.66
73,6596,1,1177.48
73,8941,1,919.28
73,10023,1,393.38
73,16213,1,603.78
73,17491,1,814.61
73,21189,1,1180.27
73,21506,1,398.19
73,22017,1,906.23
73,22154,1,674.22
73,23028,1,478.79
73,23037,1,957.18
73,23232,3,549.58
73,23642,1,521.46
73,23775,1,579.22
73,24344,1,566.2
73,25029,1,405.85
73,25278,1,440.68
74,893,1,1214.08
74,1599,1,654.33
74,6106,1,425.45
74,14649,1,792.83
74,17174,1,1348.16
74,20063,1,1713.84
74,26672,1,381.79
75,2274,1,892.35
75,13436,2,436.61
75,16820,1,311.21
75,17321,1,449.67
75,19117,1,853.24
75,21011,1,652.06
75,21580,1,642.37
75,25715,1,887.34
76,1651,1,738.27
76,1968,1,413.78
76,9285,1,882.8
76,11385,1,452.27
76,23419,1,412.8
76,26260,1,1302.42
77,1106,1,731.84
77,1669,1,684
77,2053,1,579.38
77,3183,1,870.1
77,4856,1,1164.64
77,4917,1,837.78
77,6994,1,983.89
77,7684,1,881.71
77,7852,1,637.62
77,8400,1,626.95
77,8738,1,565.48
77,8752,1,795.28
77,9192,1,472.65
77,10447,1,645.29
77,12254,1,681.97
77,12933,1,677.43
77,14494,1,424.28
77,14611,1,341.44
77,14709,1,484.37
77,14777,1,374.36
77,15046,1,496.37
77,15231,1,608.72
77,17292,1,617.56
77,18051,1,730.15
77,18224,1,448.01
77,18276,1,454.95
77,19484,1,534.9
77,19640,1,686.35
77,19651,1,834.15
77,19675,3,736.85
77,19725,1,830.7
77,19959,1,375.12
77,20240,1,510.28
77,20390,1,689.99
77,20835,1,1212.78
77,21049,1,785.61
77,22022,1,863.7
77,22830,1,464.74
77,22904,1,642.12
77,22934,1,1336.32
77,22998,1,682.25
77,23028,1,478.79
77,23419,1,412.8
77,24098,1,669.05
77,24145,1,645.34
77,25595,1,779.47
77,25852,1,588.79
77,26408,1,693.55
77,27299,1,751.68
77,28092,1,652.21
78,113,1,1037.16
78,929,1,628.4
78,3727,1,468.68
78,7888,1,682.47
78,9005,2,559.67
78,10933,1,535
78,15088,1,764.95
78,18505,1,1067.8
78,18788,1,808.27
78,19441,1,859.48
78,20237,1,554.98
78,24352,1,835.4
79,9478,1,840.48
79,13104,1,456.11
79,18248,1,1169.23
79,19376,1,831.12
79,19924,1,870.05
79,20566,1,933.73
79,23460,1,522.82
79,27982,1,385.55
80,2053,1,579.38
80,19497,1,658.16
80,20993,1,735.82
81,5511,1,411.76
81,10656,1,846.5
81,11873,1,769
81,16422,1,390.15
81,17486,1,635.29
81,19545,1,754.2
81,24054,1,523.32
82,6623,1,395.9
82,8558,1,574.87
82,9945,1,507.48
82,10356,1,341.24
82,11760,1,548.12
82,12379,1,706.52
82,13211,1,557.05
82,13927,1,1049.61
82,14294,1,749.7
82,14559,2,399.93
82,15363,1,460.16
82,15911,1,430.56
82,18668,1,696.56
82,21011,1,652.06
82,23475,1,566.75
82,23956,1,572.61
82,25202,1,577.22
82,27359,1,413.53
83,548,1,510.86
83,3326,3,522.92
83,3694,1,522.21
83,3727,2,468.68
83,6182,1,412.66
83,10543,1,475.16
83,11592,1,666.08
83,17208,1,450.32
83,19006,1,590.9
83,19484,1,534.9
